"id","category","de","es","en_ref","context","limit","status","note"
"fx.holoCube.short","i18n","Holowürfel zerspringt beim gottgleichen Sieg.","El holocubo estalla en una victoria divina.","A holo cube shatters on a godlike win.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.klinge.short","i18n","Klingenschnitt, skaliert mit der Serie.","Tajo de hoja que escala con la racha.","A blade cut that scales with your streak.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.laserFaecher.desc","i18n","Scharfe Neon-Laser fächern aus der Kartenmitte auf: lange Haupt- und kurze Nebenstrahlen mit Kernlinie und leuchtender Nabe, öffnen mit Pop und drehen langsam. Standard-Neon oder Deckfarbe.","Láseres de neón afilados se abren en abanico desde el centro de la carta: haces principales largos y secundarios cortos, con línea de núcleo y un eje luminoso, se abren con un chasquido y giran despacio. Neón estándar o color del mazo.","Sharp neon lasers fan out from the centre of the card: long main and short secondary beams with a core line and a glowing hub, opening with a pop and rotating slowly. Default neon or deck colour.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.laserFaecher.name","i18n","Laserfächer","Abanico de Láseres","Laser Fan","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.laserFaecher.short","i18n","Laser fächern beim gottgleichen Sieg auf.","Los láseres se abren en abanico en una victoria divina.","Lasers fan out on a godlike win.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.neonsurf.desc","i18n","Eine Plasma-See am unteren Rand: Neon-Fluss mit heller Wasserlinie; bei starken Ansagen drückt ein Puls das Wasser mittig ein und lässt es an den Seitenrändern hochsteigen. In der Deckfarbe.","Un mar de plasma en el borde inferior: un río de neón con una línea de agua luminosa; en los anuncios grandes, un pulso hunde el agua por el centro y la hace subir por los lados. En el color del mazo.","A plasma sea along the bottom edge: a neon river with a bright waterline; on big announcements a pulse presses the water down in the middle and sends it climbing up the sides. In the deck colour.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.neonsurf.name","i18n","Neon-Brandung","Rompiente de Neón","Neon Surf","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.neonsurf.short","i18n","Plasma-See am unteren Rand. Starke Ansagen drücken das Wasser mittig ein, es steigt an den Rändern hoch.","Mar de plasma en el borde inferior. Los anuncios fuertes hunden el agua por el centro y esta sube por los lados.","A plasma sea along the bottom. Strong call-outs push the water down in the middle and it rises at the edges.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.prismaKaskade.desc","i18n","Mehrere prismatische Schockwellen-Ringe zünden zeitversetzt und laufen chromatisch (Regenbogen-Split) übers Feld, jeder mit Geburts-Blitz. Standard = volles Spektrum, Deckfarbe = Duoton.","Varios anillos prismáticos de onda de choque se encienden de forma escalonada y recorren el campo cromáticamente (separación de arcoíris), cada uno con un destello al nacer. Estándar = espectro completo, color del mazo = duotono.","Several prismatic shockwave rings fire in sequence and run chromatically (rainbow split) across the field, each with a flash at birth. Default = full spectrum, deck colour = duotone.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.prismaKaskade.name","i18n","Prisma","Prisma","Prism Cascade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.prismaKaskade.short","i18n","Prismatische Schockwellen beim gottgleichen Sieg.","Ondas de choque prismáticas en una victoria divina.","Prismatic shockwaves on a godlike win.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.scorch.short","i18n","Laser + organischer Burn; Tempo mit dem Turbo.","Láser y quemadura orgánica; la velocidad sigue al turbo.","Laser + organic burn; speed follows the turbo.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.short.gottStandard","i18n","Gottgleicher Sieg ohne Prunk-Effekt.","Victoria divina sin efecto de gala.","A godlike win without a flourish effect.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.short.noAnim","i18n","Alle Karten-Animationen aus.","Todas las animaciones de cartas apagadas.","All card animations off.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.short.noBg","i18n","Kein Hintergrund-Effekt (Leuchten bleibt möglich).","Sin efecto de fondo (el brillo sigue siendo posible).","No background effect (glow stays possible).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.short.spezial","i18n","Feuer · Blitz · Eis · Pflanze: immer aktiv, nur Farbwahl (Standard/Deckfarbe).","Fuego · Rayo · Hielo · Planta: siempre activos, solo se elige el color (estándar o color del mazo).","Fire · lightning · ice · plant: always active, colour choice only (standard/deck colour).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.short.standard","i18n","Verliererkarte fliegt einfach zur Seite weg.","La carta perdedora sale volando hacia un lado.","The losing card simply flies off to the side.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.sonnenPuls.desc","i18n","Die Outrun-Sonne bloomt hinter der geschlagenen Karte auf: Sunset-Verlauf mit Scanline-Lücken, heißem Kern, Korona und drehenden Strahlen. Standard-Sunset oder Deckfarbe. Der freie Gottgleich-Prunk.","El sol outrun florece detrás de la carta vencida: degradado de atardecer con huecos de línea de barrido, núcleo caliente, corona y rayos giratorios. Atardecer estándar o color del mazo. La gala DIVINO gratuita.","The outrun sun blooms behind the beaten card: a sunset gradient with scanline gaps, a hot core, a corona and rotating rays. Default sunset or deck colour. The free GODLIKE flourish.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.sonnenPuls.name","i18n","Sonne","Sol","Sun Pulse","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.sonnenPuls.short","i18n","Die Outrun-Sonne feuert beim gottgleichen Sieg.","El sol outrun dispara en una victoria divina.","The outrun sun fires on a godlike win.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.starfield.desc","i18n","Ein dichtes Sternenfeld driftet über drei Tiefen-Ebenen mit Nebel-Schleier; je Stich schießt ein Meteor durchs Feld. Er wird größer mit jeder Score-Stufe, ab der Stufe Stark mit Einschlag-Blitz und Funken, die mit Schweif davonstieben. Standard weiß-blau, wahlweise in der Deckfarbe.","Un campo de estrellas denso se desplaza en tres planos de profundidad tras un velo de nebulosa; en cada baza un meteoro atraviesa el campo. Crece con cada nivel de puntuación y, a partir del nivel BIEN, con destello de impacto y chispas que se dispersan dejando estela. Blanco y azul de serie, o en el color del mazo si lo prefieres.","A dense starfield drifts across three depth layers behind a veil of nebula; every trick a meteor shoots through the field. It grows with each score tier, and from NICE upwards with an impact flash and sparks that scatter with trails. White-blue by default, in the deck colour if you prefer.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.starfield.name","i18n","Meteor","Meteoro","Starfield","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.starfield.short","i18n","Sternschnuppe je Stich, größer mit dem Score.","Una estrella fugaz por baza, más grande cuanta más puntuación.","A shooting star per trick, bigger with the score.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.supernova.desc","i18n","Kollaps → Detonation (Flash, Zoom-Punch) → Boom-Schockwelle mit chromatischen Ringen, Strahlenkranz, Sternenregen und einem Grid-Tunnel durch den Einschlag. Der legendäre Showstopper. Gold→Magenta oder Deckfarbe.","Colapso → detonación (destello, golpe de zoom) → onda expansiva con anillos cromáticos, corona de rayos, lluvia de estrellas y un túnel de rejilla a través del impacto. El número final legendario. Oro→magenta o color del mazo.","Collapse → detonation (flash, zoom punch) → boom shockwave with chromatic rings, a crown of rays, a rain of stars and a grid tunnel through the impact. The legendary showstopper. Gold→magenta or deck colour.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.supernova.name","i18n","Supernova","Supernova","Supernova","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fx.supernova.short","i18n","Beim gottgleichen Sieg: Kollaps, dann Detonation, dann Tunnel.","En una victoria divina: colapso, luego detonación, luego túnel.","On a godlike win: collapse, then detonation, then tunnel.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxgroup.hintergrund.hint","i18n","einer aktiv · Leuchten frei","uno activo · el brillo es gratis","one active · glow is free","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxgroup.hintergrund.title","i18n","Hintergrund","Fondo","Background","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxgroup.karten.hint","i18n","Skill immer an · eine Animation","habilidad siempre activa · una animación","skill always on · one animation","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxgroup.karten.title","i18n","Karten","Cartas","Cards","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxgroup.score.hint","i18n","nur einer aktiv","solo uno activo","only one active","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxgroup.score.title","i18n","Score","Puntuación","Score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxgroup.stich.hint","i18n","nur einer aktiv","solo uno activo","only one active","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxgroup.stich.title","i18n","Stich","Baza","Trick","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.animNone.desc","i18n","Keine Karten-Animation: die Karten bleiben schlicht. Anwählen schaltet alle Karten-Animationen ab (immer verfügbar).","Sin animación de cartas: las cartas se quedan sencillas. Seleccionarlo apaga todas las animaciones de cartas (siempre disponible).","No card animation: the cards stay plain. Selecting this switches every card animation off (always available).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.animNone.name","i18n","Keine Animation","Sin animación","No animation","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.blackhole.desc","i18n","Ein persistentes Schwarzes Loch mitten im Feld, das über deine Siegesserie wächst: Jeder Sieg zieht die geschlagene Gegnerkarte spiralförmig in den Ereignishorizont und speist die rotierende Akkretionsscheibe, eine Niederlage lässt das Loch schrumpfen. Ist es groß genug gewachsen und kollabiert, zerreißt eine Supernova das Feld. In Standard blau/pink oder in der Deckfarbe.","Un agujero negro persistente en mitad del campo que crece con tu racha de victorias: cada victoria arrastra la carta rival vencida en espiral hacia el horizonte de sucesos y alimenta el disco de acreción giratorio; una derrota lo encoge. Cuando ha crecido lo suficiente y colapsa, una supernova desgarra el campo. En azul y rosa estándar o en el color del mazo.","A persistent black hole in the middle of the field that grows with your winning streak: every win pulls the beaten opponent card spiralling into the event horizon and feeds the rotating accretion disc, a loss makes the hole shrink. Once it has grown big enough and collapses, a supernova tears the field apart. In standard blue/pink or in your deck colour.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.blackhole.name","i18n","Schwarzes Loch","Agujero negro","Black Hole","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.fieldNone.desc","i18n","Kein Hintergrund-Effekt: nur das Spielfeld-Bild (immer verfügbar). Leuchten kann zusätzlich aktiv bleiben.","Sin efecto de fondo: solo la imagen del campo de batalla (siempre disponible). El brillo puede seguir activo además.","No background effect: just the battlefield image (always available). Glow can stay active on top.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.fieldNone.name","i18n","Kein Effekt","Sin efecto","No effect","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.gottStandard.desc","i18n","Gottgleicher Sieg OHNE Prunk-Effekt: die Basis zum Vergleichen (Standard-Auswahl, kein Kauf).","Victoria divina SIN efecto de gala: la base para comparar (opción predeterminada, sin compra).","A godlike win WITHOUT a flourish effect: the baseline for comparison (the default choice, no purchase).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.gottStandard.name","i18n","Standard","Predeterminado","Standard","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.hologridSlice.desc","i18n","Eine Laserlinie fährt achsen-parallel über die geschlagene Gegnerkarte und deckt dabei ein Nahtraster auf. Danach zerfällt die Karte in ein Kachelgitter: die Stücke fliegen mit Rotation weg und prallen vom Boden ab, während das Kartenbild früh verblasst, sodass nur noch der leuchtende Hologrid-Rahmen bleibt. In Standard-Cyan/Magenta oder in der Deckfarbe.","Una línea láser recorre la carta rival vencida en paralelo a los ejes y descubre una retícula de juntas. Después la carta se descompone en una cuadrícula de teselas: los trozos salen girando y rebotan en el suelo mientras la ilustración se desvanece pronto, de modo que solo queda el marco luminoso de holomalla. En cian y magenta estándar o en el color del mazo.","A laser line travels axis-parallel across the beaten opponent card and reveals a seam grid. The card then falls apart into a tile grid: the pieces spin away and bounce off the ground while the card art fades early, leaving only the glowing hologrid frame. In standard cyan/magenta or in your deck colour.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.hologridSlice.name","i18n","Hologrid-Laser","Láser de holomalla","Hologrid Laser","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.klinge.desc","i18n","Eine choreografierte Klinge zerteilt die Gegnerkarte. Grundzug ist ein Schnitt von links; je höher dein Serien-Multiplikator, desto mehr Richtungen fahren nacheinander ein (ab ×1,25 links/rechts im Wechsel, ab ×1,5 zusätzlich von oben, ab ×2,0 alle vier inkl. Z-Schnitt). Die Klinge schneidet dann auch härter. Eine Niederlage setzt die Serie zurück. In kühlem Stahlweiß oder in der Deckfarbe.","Una hoja coreografiada parte la carta rival. El movimiento base es un tajo desde la izquierda; cuanto mayor sea tu multiplicador de racha, más direcciones entran una tras otra (desde ×1,25 alternando izquierda y derecha, desde ×1,5 además desde arriba, desde ×2,0 las cuatro, incluido el corte en Z). La hoja también corta con más fuerza. Una derrota reinicia la racha. En blanco acero frío o en el color del mazo.","A choreographed blade cuts the opponent card apart. The base move is a slash from the left; the higher your streak multiplier, the more directions come in one after another (from ×1.25 alternating left/right, from ×1.5 additionally from above, from ×2.0 all four including the Z cut). The blade also cuts harder. A loss resets the streak. In cool steel white or in your deck colour.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.klinge.name","i18n","Klinge","Hoja","Blade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.scorch.desc","i18n","Ein Laser schießt einmalig aus zufälliger Richtung in die Gegnerkarte. Dann verglüht sie organisch: eine zerklüftete Brennkante frisst sich mit glühendem Rand über die Karte, während weiche Glut aufsteigt, Asche fällt und Funken sprühen. In Standard-Feuer oder in der Deckfarbe.","Un láser dispara una vez desde una dirección aleatoria contra la carta rival. Después esta se consume de forma orgánica: un borde de quemadura irregular avanza por la carta con el filo al rojo, mientras se elevan brasas suaves, cae ceniza y saltan chispas. En fuego estándar o en el color del mazo.","A laser fires once from a random direction into the opponent card. Then it burns away organically: a jagged burn edge eats across the card with a glowing rim while soft embers rise, ash falls and sparks fly. In standard fire or in your deck colour.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.scorch.name","i18n","Laser","Láser","Laser","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.spezial.desc","i18n","Die vier Archetyp-Effekte (Feuer · Blitz · Eis · Pflanze) sind immer aktiv. Wähle die Farbe: feste Neon-Standardfarbe oder die Farbe deines aktiven Decks.","Los cuatro efectos de arquetipo (Fuego · Rayo · Hielo · Planta) están siempre activos. Elige el color: el neón estándar fijo o el color de tu mazo activo.","The four archetype effects (fire · lightning · ice · plant) are always active. Pick the colour: fixed neon standard or the colour of your active deck.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.spezial.name","i18n","Skill-Effekt","Efecto de habilidad","Skill effect","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.standard.desc","i18n","Der schlichte Grund-Finisher (immer verfügbar, Standard-Auswahl): Die geschlagene Gegnerkarte fliegt nach dem Stich einfach zur Seite weg, genau wie deine eigene Karte bei einer Niederlage. Beim Sieg wird der Aufdeck-Sound leicht höher gestimmt. Kein Schnitt, kein Prunk.","El remate básico y sencillo (siempre disponible, opción predeterminada): la carta rival vencida sale volando hacia un lado después de la baza, igual que tu propia carta cuando pierdes. Al ganar, el sonido de revelado suena un poco más agudo. Sin corte, sin gala.","The plain base finisher (always available, the default choice): the beaten opponent card simply flies off to the side after the trick, exactly like your own card on a loss. On a win the reveal sound is pitched slightly higher. No cut, no flourish.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"fxsyn.standard.name","i18n","Standard","Predeterminado","Standard","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.best","i18n","Bestleistungen","Mejores marcas","Personal bests","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.best.crits","i18n","Meiste kritische Treffer","Más golpes críticos","Most critical hits","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.best.new","i18n","Neu","Nuevo","New","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.best.score","i18n","Bisheriger Höchstwert","Máximo anterior","Previous high score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.best.streak","i18n","Beste Serie","Mejor racha","Best streak","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.best.trick","i18n","Bester Stich","Mejor baza","Best trick","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.build","i18n","Build","Build","Build","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.chart.first","i18n","erster Lauf","primera partida","first run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.chart.record","i18n","Rekord","Récord","Record","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.chart.run","i18n","Lauf","Partida","Run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.chart.title","i18n","Score-Verlauf","Historial de puntuación","Score history","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.cycles_one","i18n","{count} Durchlauf","{count} ciclo","{count} cycle","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.cycles_other","i18n","{count} Durchläufe","{count} ciclos","{count} cycles","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.engine","i18n","Motor-Kennzahlen","Métricas del motor","Engine stats","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.eyebrow","i18n","Lauf beendet","Partida terminada","Run over","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.kpi.cycles","i18n","Durchläufe","Ciclos","Cycles","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.kpi.duration","i18n","Dauer","Duración","Duration","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.kpi.perTrick","i18n","Je Stich","Por baza","Per trick","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.kpi.tricks","i18n","Stiche","Bazas","Tricks","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.layout.hint","i18n","Antippen zeigt am Brett, wo es liegt.","Toca para ver dónde está en el tablero.","Tap to see where it sits on the board.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.layout.open","i18n","Finale Aufstellung ansehen","Ver el orden de robo final","View the final draw order","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.menu","i18n","Menü","Menú","Menu","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.metric.brands","i18n","Brände","Marcas","Brands","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.metric.growth","i18n","Gewachsen","Crecido","Grown","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.metric.ionizations","i18n","Ionisierungen","Ionizaciones","Ionizations","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.newRun","i18n","Neuer Lauf","Nueva partida","New run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.perTrick","i18n","Ø {score}/Stich","Ø {score}/baza","Ø {score}/trick","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.perTrick.title","i18n","Durchschnittlicher Score je Stich","Puntuación media por baza","Average score per trick","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.record.from","i18n","zum Rekord","hasta el récord","from record","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.record.new","i18n","Neuer Rekord","Nuevo récord","New record","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"gameover.stats","i18n","Stats & Verlauf","Estadísticas e historial","Stats & history","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierform.block.name","i18n","Block","Bloque","Block","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierform.flaeche.name","i18n","Große Fläche","Gran área","Great Field","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierform.kreuz.name","i18n","Kreuz","Cruz","Cross","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierform.linie.name","i18n","Linie","Línea","Line","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.block","i18n","2×2-Quadrat (4 Gletscher)","cuadrado 2×2 (4 glaciares)","2×2 square (4 glaciers)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.flaeche","i18n","gefülltes 3×3 (9 Gletscher)","3×3 lleno (9 glaciares)","filled 3×3 (9 glaciers)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.head","i18n","Gletscher-Formationen (2D)","Formaciones de glaciar (2D)","Glacier formations (2D)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.head.compact","i18n","Gletscher-Formationen (2D):","Formaciones de glaciar (2D):","Glacier formations (2D):","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.kreuz","i18n","Zentrum + 4 Nachbarn (5 Gletscher)","centro + 4 vecinas (5 glaciares)","centre + 4 neighbours (5 glaciers)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.linie","i18n","volle Reihe (5) oder Spalte (8)","fila completa (5) o columna (8)","full row (5) or column (8)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.linie.wall","i18n","volle Reihe (5) oder Spalte (8) · Eiswall","fila completa (5) o columna (8) · Muro de hielo","full row (5) or column (8) · Ice Wall","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.mark.a","i18n","blaues","una","a blue","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.mark.compact","i18n","= Karte in aktiver Formation","azul = carta en formación activa","= card in an active formation","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.mark.post","i18n","· höchster Faktor je Typ zählt.","azul · cuenta el factor más alto por tipo.","· the highest factor per type counts.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierlegend.mark.pre","i18n","Karten in einer aktiven Formation tragen ein blaues","Las cartas en una formación activa llevan una","Cards in an active formation carry a blue","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierpick.chosen","i18n","{n} / 1 gewählt","Selección: {n} / 1","{n} / 1 chosen","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierpick.eyebrow","i18n","Gletscher","Glaciar","Glacier","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierpick.intro","i18n","Sie friert auf ihrer Zelle fest. Ab dann **starr** (nicht mehr verschiebbar) und sammelt Masse, bis sie bricht. Entscheide zwischen Position und Wert.","Se congela en su celda. A partir de entonces queda **rígida** (ya no se puede mover) y acumula masa hasta que estalla. Decide entre posición y valor.","It freezes onto its cell. From then on **rigid** (no longer movable) and gathering mass until it bursts. Weigh position against value.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glacierpick.title","i18n","Wähle eine Karte als Gletscher","Elige una carta para convertirla en glaciar","Choose a card to become a glacier","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.abgedecktezelle.label","i18n","Abgedeckte Zelle","Celda cubierta","Covered cell","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.abgedecktezelle.match","i18n","abgedeckte Zelle|abgedeckter Zelle|abgedeckte Zellen|unter einem Gebäude","celda cubierta|celdas cubiertas|bajo un edificio","covered cell|covered cells|under a building","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.abgedecktezelle.text","i18n","Eine Brettzelle, die unter einem platzierten Gebäude liegt. Dichte Bebauung zahlt Score je abgedeckter Zelle; Eckstein gibt seiner Rollenkarte Stichwert, solange sie unter einem Gebäude liegt.","Una celda del tablero que queda bajo un edificio colocado. Construcción Densa paga puntuación por cada celda cubierta; Clave da valor de baza a su carta de rol mientras esté bajo un edificio.","A board cell that lies under a placed building. Dense Development pays score per covered cell; Keystone gives its role card trick value as long as it lies under a building.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.all","i18n","Alle","Todos","All","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.allTitle","i18n","Alle Begriffe","Todos los términos","All entries","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.anker.label","i18n","Anker","Ancla","Anchor","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.anker.match","i18n","Anker|Ankerzelle|Ankerzellen","ancla|anclas|celda de ancla|celdas de ancla","anchor|anchors|anchor cell|anchor cells","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.anker.text","i18n","Eine einzelne Position zählt als aktive Formation (Faktor je Quelle). Kommt aus den Anker-Familien oder vom Architekt-Gebäude Grundstein. Höchstens ein Anker je Position. Grundstein legt ab Stufe III zusätzlich Stichwert auf jede Ankerzelle.","Una sola posición cuenta como formación activa (el factor depende de la fuente). Viene de las familias de ancla o del edificio del Arquitecto Piedra Angular. Como máximo un ancla por posición. Desde el nivel III, Piedra Angular pone además valor de baza en cada celda de ancla.","A single position counts as an active formation (factor depends on the source). Comes from the anchor families or from the Architect building Foundation Stone. At most one anchor per position. From tier III, Foundation Stone also puts trick value on every anchor cell.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.archetyp.label","i18n","Archetyp","Arquetipo","Archetype","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.archetyp.match","i18n","Archetyp|Archetypen|Archetyps|Fraktion|Fraktionen","arquetipo|arquetipos","archetype|archetypes","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.archetyp.text","i18n","Eine Skill-Familie mit eigener Identität (Feuer · Blitz · Eis · Pflanze). Der erste Skill schaltet sie frei; bis zu 4 mischbar.","Una familia de habilidades con identidad propia (Fuego · Rayo · Hielo · Planta). La primera habilidad la desbloquea; se pueden mezclar hasta 4.","A skill family with its own identity (Fire · Lightning · Ice · Plant). The first skill unlocks it; up to 4 can be mixed.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.aufruesten.label","i18n","Aufwerten","Mejorar","Upgrade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.aufruesten.match","i18n","Aufwerten|Ausbauen","mejorar|mejora","upgrade|upgrading","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.aufruesten.text","i18n","Ein bestehendes Gebäude um +1 Stufe erhöhen statt neu zu bauen (Legendäre haben keine Stufen).","Subir un edificio existente +1 nivel en vez de construir uno nuevo (los legendarios no tienen niveles).","Raise an existing building by +1 tier instead of building anew (legendaries have no tiers).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.aufstellung.label","i18n","Aufstellungsphase","Fase de orden","Order phase","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.aufstellung.match","i18n","Aufstellungsphase|Aufstellung","fase de orden|orden de robo","order phase|draw order","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
