"id","category","de","zh-Hans","en_ref","context","limit","status","note"
"glossary.cathint.arch","i18n","Bauphase, Brett, Gebäude, Struktur.","建造阶段、棋盘、建筑、结构。","Build phase, board, buildings, structure.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cathint.deck","i18n","Woraus dein Deck besteht und wie es gelesen wird.","你的卡组由什么组成，以及怎么读它。","What your deck is made of and how it is read.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cathint.form","i18n","Muster in der Kartenreihenfolge und was sie zahlen.","牌序里的图案，以及它们给多少。","Patterns in the card order and what they pay.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cathint.frak","i18n","Die vier Ressourcen, nach Archetyp gruppiert.","四种资源，按流派分组。","The four resources, grouped by archetype.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cathint.grund","i18n","Stich, Serie, Kampfwert: die Vokabeln jedes Laufs.","墩、连胜、战斗数值：每一局都要用的词。","Trick, streak, battle value: the vocabulary of every run.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cathint.meta","i18n","Was über den einzelnen Lauf hinaus zählt.","超出单独一局之外还算数的东西。","What counts beyond the single run.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cathint.perk","i18n","Familien, Stufen, Raritäten, Legendäre.","系列、阶、稀有度、传说。","Families, tiers, rarities, legendaries.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cathint.praez","i18n","Woher Crit-Chance und Crit-Multiplikator kommen.","暴击率和暴击倍率从哪来。","Where crit chance and crit multiplier come from.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.challenger.label","i18n","Challenger / Seed","挑战者 / 种子","Challenger / seed","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.challenger.match","i18n","Challenger|Seed|Nachspielen","挑战者|种子|重玩","challenger|seed|replay","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.challenger.text","i18n","Teile einen Lauf über seinen Seed (kurzer Code); andere spielen exakt dieselben Karten nach und vergleichen den Score.","通过种子（一小段代码）分享一局；别人可以打完全相同的牌，并比较得分。","Share a run through its seed (a short code); others replay exactly the same cards and compare scores.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.charge.label","i18n","Ladung","充能","Charge","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.charge.match","i18n","Ladung|Ladungen","充能|充能点","charge|charges","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.charge.text","i18n","Crits erzeugen Ladung (max 10). Bei voller Ladung lösen Blitz-Konsumenten ihren Effekt aus und verbrauchen sie.","暴击会产生充能（最多10）。充能满时，闪电消耗者会触发自己的效果并把它用掉。","Crits generate charge (max 10). At full charge, lightning consumers trigger their effect and spend it.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.chronik.label","i18n","Chronik","卡牌志","Chronicle","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.chronik.match","i18n","Chronik","卡牌志","chronicle","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.chronik.text","i18n","Lesende Übersicht aller 40 Karten des Laufs in aktueller Reihenfolge, mit Formations-, Rollen- und Ankermarkern.","按当前顺序通读本局全部40张卡牌的总览，带阵型、角色和锚点标记。","A read-only overview of all 40 cards of the run in their current order, with formation, role and anchor markers.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.clear","i18n","Suche löschen","清除搜索","Clear the search","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cluster.label","i18n","Cluster","集群","Cluster","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cluster.match","i18n","Cluster|Clusters|Clustern","集群|冰川集群","cluster|clusters","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.cluster.text","i18n","Eine Gruppe direkt aneinandergrenzender Gletscher. Viele Eis-Skills messen die Cluster-Größe (z. B. Verschmelzen, Verzahnung); Eisbrücke zählt auch die Diagonalen dazu.","直接彼此相邻的一组冰川。许多冰技能会看集群大小（例如融合、咬合）；冰桥还会把对角线也算进来。","A group of directly adjacent glaciers. Many ice skills measure the cluster size (Fusion and Interlock for instance); Ice Bridge counts the diagonals too.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.colonize.label","i18n","Kolonisieren / Ausläufer","扩张 / 匍匐茎","Colonize / runner","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.colonize.match","i18n","Kolonisieren|kolonisierte|Ausläufer","扩张|被扩张的|匍匐茎","colonize|colonized|runner|runners","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.colonize.text","i18n","Markiert gegnerische Karten grün (Ausläufer/Rhizom). Besiegst du eine kolonisierte Karte, erntest du Wachstum.","把对手卡牌标记成绿色（匍匐茎、根茎）。当你战胜一张被扩张过的卡牌时，你会收获生长。","Marks opponent cards green (Runners/Rhizome). Beat a colonized card and you harvest growth.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.consume.label","i18n","Konsument","消耗者","Consumer","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.consume.match","i18n","Konsument|Konsumenten|Hitze-Konsument","消耗者|热量消耗者","consumer|consumers|heat consumer","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.consume.text","i18n","Ein Skill, der eine angesammelte Ressource für einen starken Effekt verbraucht: Feuer verbrennt Hitze, Blitz verbraucht Ladung. Mehrere Feuer-Konsumenten wirken gleichzeitig; von den Blitz-Konsumenten immer nur einer, ein neuer ersetzt den alten.","一种会花掉积累资源来换强力效果的技能：火烧掉热量，闪电用掉充能。多个火焰消耗者可以同时生效；闪电消耗者始终只有一个，新的会替换旧的。","A skill that spends an accumulated resource for a strong effect: fire burns heat, lightning spends charge. Several fire consumers work at once; of the lightning consumers only ever one, and a new one replaces the old.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.count_one","i18n","{count} Begriff","{count}个术语","{count} entry","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.count_other","i18n","{count} Begriffe","{count}个术语","{count} entries","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.crit.label","i18n","Crit","暴击","Crit","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.crit.match","i18n","Crit|Crits|kritischer Treffer|kritischen Treffer","暴击|暴击率|会心","crit|crits|critical hit|critical hits","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.crit.text","i18n","Kritischer Treffer: der Sieg zählt mit dem Crit-Multiplikator (Basis ×2,25). Der Basis-Crit ist 0. Crit-Chance kommt aus den Präzision-Familien und aus Blitz-Skills. Jeder Blitz-Skill hebt zudem den Crit-Multiplikator um +0,1×.","暴击：这次获胜按暴击倍率结算（基础×2.25）。基础暴击为0。暴击率来自精准系列和闪电技能。每个闪电技能还会把暴击倍率提高+0.1×。","Critical hit: the win counts with the crit multiplier (base ×2.25). Base crit is 0. Crit chance comes from the Precision families and from lightning skills. Every lightning skill also raises the crit multiplier by +0.1×.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.critwette.label","i18n","Crit-Wette","暴击赌注","Crit bet","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.critwette.match","i18n","Crit-Wette|Wette|Wetten|Jackpot","暴击赌注|赌注|头奖","crit bet|bet|bets|jackpot","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.critwette.text","i18n","Eine Wette auf den Crit: Sieg mit Crit zahlt den Jackpot, Sieg ohne Crit kostet Abzug (nie unter 0). Aufwerten hebt nur den Jackpot, nicht den Abzug (z. B. Losbude, Spielbank).","一场押暴击的赌：带暴击获胜支付头奖，不带暴击获胜要扣分（永不低于0）。升级只抬高头奖，不抬高扣分（例如抽奖摊、赌场）。","A bet on the crit: a win with a crit pays the jackpot, a win without one costs a deduction (never below 0). Upgrading raises only the jackpot, not the deduction (Raffle Booth, Casino for instance).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.deck.label","i18n","Deck","卡组","Deck","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.deck.match","i18n","Deck","卡组|牌组","deck|decks","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.deck.text","i18n","40 Karten = 4 Farben × Werte 1–10. Dein Deck ist durch Perks/Architekt veränderbar; der Gegner mischt je Durchlauf neu.","40张卡牌，也就是4种花色×数值1–10。你的卡组可以通过天赋和建筑师改变；对手每轮都重新洗牌。","40 cards = 4 suits × values 1–10. Your deck can be changed by perks and the Architect; the opponent reshuffles every cycle.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.deckpunkte.label","i18n","Deckpunkte (DP)","卡组点（DP）","Deck Points (DP)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.deckpunkte.match","i18n","Deckpunkt|Deckpunkte|DP","卡组点|DP","Deck Point|Deck Points|DP","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.deckpunkte.text","i18n","Die Währung der Deck-Werkstatt, rein kosmetisch. Damit kaufst du Karten-/Spielfeld-Pakete und Effekte; auf das Gameplay wirken sie nicht.","卡组工坊的货币，纯外观用途。你用它购买卡牌和战场套装以及特效；它们不影响玩法。","The currency of the deck workshop, purely cosmetic. You buy card and battlefield packs and effects with it; it does not affect gameplay.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.direktscore.label","i18n","Direkt-Score","直接得分","Direct score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.direktscore.match","i18n","Direkt-Score","直接得分","direct score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.direktscore.text","i18n","Score, der direkt zählt, ohne durch Serie, Crit oder Formation multipliziert zu werden. Wirkt flach und sofort, oft stark im frühen Spiel.","直接计入的得分，不经过连胜、暴击或阵型的倍率。它平铺且立刻生效，在前期往往很强。","Score that counts directly, without passing through streak, crit or formation multipliers. Flat and immediate, often strong early.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.distrikt.label","i18n","Nachbargebäude / Distrikt","相邻建筑 / 街区","Adjacent building / district","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.distrikt.match","i18n","Nachbargebäude|Distrikt|Distrikte","相邻建筑|街区","adjacent building|adjacent buildings|district|districts","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.distrikt.text","i18n","Ein Gebäude, das orthogonal an ein anderes angrenzt. Distrikt-Baupläne (z. B. Zunftviertel, Marktplatz) zahlen je Nachbargebäude, bis zu einem Deckel. Sie belohnen dichtes Bauen.","一座与另一座正交相邻的建筑。街区蓝图（例如行会街区、集市广场）按每座相邻建筑结算，直到一个上限。它们奖励密集建造。","A building that borders another orthogonally. District blueprints (Guild Quarter, Marketplace for instance) pay per adjacent building, up to a cap. They reward dense building.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.durchlauf.label","i18n","Durchlauf","轮","Cycle","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.durchlauf.match","i18n","Durchlauf|Durchläufe|Durchlaufs|Durchläufen|Deck-Durchlauf","轮|轮次|一轮|卡组循环","cycle|cycles|deck cycle","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.durchlauf.text","i18n","Alle 40 Karten des Decks einmal durchgespielt (40 Stiche). Danach mischt der Gegner neu und eine Entscheidung steht an.","把卡组的全部40张卡牌走一遍（40墩）。之后对手重新洗牌，并且有一个决定等着你。","All 40 cards of the deck played through once (40 tricks). Then the opponent reshuffles and a decision is due.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.eisformation.label","i18n","Gletscher-Formationen","冰川阵型","Ice formations","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.eisformation.match","i18n","Gletscher-Formationen|Gletscher-Formation|Eis-Formationen|Eis-Formation","冰川阵型|冰阵型","ice formations|ice formation","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.eisformation.text","i18n","Eis ist das einzige Deck mit Gletscher-Formationen: geometrische Formen aus festgefrorenen Gletschern verstärken deren Bersten: Block = 2×2 (4 Gletscher, ×1,15), Kreuz = Zentrum + 4 Nachbarn (5, ×1,25), Linie = volle Reihe (5) oder Spalte (8) (×1,3), Große Fläche = 3×3 (9, ×1,5). Überlappende Formen stapeln.","冰是唯一带冰川阵型的卡组：由冻结的冰川组成的几何形状会加强它们的碎裂：方块为2×2（4座冰川，×1.15），十字为中心加4个相邻（5座，×1.25），直线为整行（5）或整列（8）（×1.3），大面为3×3（9座，×1.5）。重叠的形状会叠加。","Ice is the only deck with ice formations: geometric shapes of frozen glaciers strengthen their bursts: block = 2×2 (4 glaciers, ×1.15), cross = centre + 4 neighbours (5, ×1.25), line = full row (5) or column (8) (×1.3), great field = 3×3 (9, ×1.5). Overlapping shapes stack.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.eternalSpring.label","i18n","Ewiger Frühling","永恒之春","Eternal Spring","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.eternalSpring.match","i18n","Ewiger Frühling","永恒之春|永春","Eternal Spring","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.eternalSpring.text","i18n","Farbblock zählt Grün schon ab 2 Karten und Überwucherung schon ab 25 % Feld. Je größer dein ewig-grünes Feld, desto mehr Score zahlt jeder grüne Sieg direkt.","同花块从2张卡牌起就把绿色算进来，疯长也从场上25%起就触发。你常绿的场面越大，每次绿色获胜直接给出的得分就越多。","Suit block counts green from 2 cards already, and overgrowth from 25% of the field. The bigger your evergreen field, the more score every green win pays directly.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.familie.label","i18n","Familie","系列","Family","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.familie.match","i18n","Familie|Familien","系列|家族","family|families","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.familie.text","i18n","Ein Perk oder Bau als aufwertbare Einheit mit bis zu vier Stufen (I–IV). Du wertest ihn Stufe für Stufe auf.","一个天赋或建筑作为可升级的单位，最多四阶（I–IV）。你一阶一阶地把它升上去。","A perk or building as an upgradeable unit with up to four tiers (I–IV). You upgrade it tier by tier.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farballianz.label","i18n","Farballianz","花色同盟","Suit alliance","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farballianz.match","i18n","Farballianz|Allianz","花色同盟|同盟","suit alliance|alliance","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farballianz.text","i18n","Von dir verbundene Farben zählen für Farbblöcke als dieselbe Farbe.","被你连起来的花色，在同花块判定里算作同一种花色。","Suits you have linked count as the same suit for suit blocks.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbblock.label","i18n","Farbblock","同花块","Suit block","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbblock.match","i18n","Farbblock|Farbblöcke|Farbblocks","同花块|同花色块","suit block|suit blocks","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbblock.text","i18n","≥3 Karten gleicher Farbe. Ab der 3. ×1,35, je weitere +0,20.","≥3张同花色卡牌。从第3张起×1.35，每多一张+0.20。","3 or more cards of the same suit. From the 3rd ×1.35, +0.20 for each further one.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbe.label","i18n","Farbe","花色","Suit","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbe.match","i18n","Farbe|Farben","花色|颜色","suit|suits","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbe.text","i18n","Rot, Blau, Grün, Gelb. Relevant vor allem für Farbblock-Formationen.","红、蓝、绿、黄。主要在同花块阵型里起作用。","Red, Blue, Green, Yellow. Mainly relevant for suit-block formations.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbserie.label","i18n","Farbserie","花色连胜","Suit streak","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbserie.match","i18n","Farbserie|Farbserien","花色连胜|同花色连胜","suit streak|suit streaks","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbserie.text","i18n","Aufeinanderfolgende Siege derselben Kartenfarbe. Ein Farbwechsel oder eine Niederlage setzt sie zurück. Pflanzen-grüne Karten zählen dabei als Grün. Speist u. a. den Perk Monochrom und die Familie Farbrausch.","同一种卡牌花色的连续获胜。换花色或者失败都会重置它。植物的绿色卡牌在这里算作绿色。它是天赋「单色」和系列「花色狂热」等效果的来源。","Consecutive wins in the same card suit. A change of suit or a loss resets it. Plant-green cards count as Green here. Feeds the perk Monochrome and the family Suit Rush, among others.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbtransparenz.label","i18n","Farbblock-Transparenz","同花块通透","Suit-block transparency","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbtransparenz.match","i18n","Farbblock-Transparenz","同花块通透|通透","suit-block transparency","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.farbtransparenz.text","i18n","Eine so markierte Karte unterbricht einen Farbblock nicht: der Block läuft über sie hinweg, als wäre sie nicht da (sie selbst zählt aber nicht mit). Kommt vom Architekt-Gebäude Arkade.","被这样标记的卡牌不会打断同花块：块会越过它继续延伸，就像它不在那里一样（它自己不计入）。来自建筑师的建筑拱廊。","A card marked this way does not interrupt a suit block: the block runs straight over it as if it were not there (it does not count towards the block itself). Comes from the Architect building Arcade.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.forge.label","i18n","Schmieden","锻造","Forging","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.forge.match","i18n","Schmieden|geschmiedet|Schmiede|Ascheschmiede","锻造|锻造过的|锻炉|灰烬锻炉","forging|forged|forge|ash forge","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.forge.text","i18n","Asche wird zu dauerhaftem Kartenwert (Ascheschmiede: 20 Asche → +3 Wert auf die niedrigste Karte).","灰烬变成永久的卡牌数值（灰烬锻炉：20灰烬 → 最低的那张卡牌+3数值）。","Ash becomes permanent card value (Ash Forge: 20 ash → +3 value on the lowest card).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.formation.label","i18n","Formation","阵型","Formation","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.formation.match","i18n","Formation|Formationen","阵型|阵形|队形","formation|formations","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.formation.text","i18n","Ein erkanntes Muster benachbarter Karten in deiner Ziehreihenfolge (Wiederholung, Treppe, Farbblock, Wechsel). Ein Sieg in einer Formation zählt mit einem Formations-Faktor. Nicht zu verwechseln mit den Eis-Formationen, die aus Gletschern auf dem Brett entstehen.","在你的牌序里识别出的相邻卡牌图案（重复、阶梯、同花块、交错）。在阵型中获胜的一墩会带上一个阵型系数。不要和冰的阵型混淆，后者由棋盘上的冰川构成。","A recognised pattern of neighbouring cards in your draw order (repeat, stair, suit block, zigzag). A win inside a formation counts with a formation factor. Not to be confused with ice formations, which are made of glaciers on the board.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.formationskern.label","i18n","Formationskern","阵型核心","Formation core","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.formationskern.match","i18n","Formationskern","阵型核心|核心","formation core","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.formationskern.text","i18n","Ein von dir gewählter Formationstyp bekommt auf all seinen aktiven Formationen einen Zusatzfaktor.","你选定的一种阵型，会在它所有生效的阵型上获得一个额外系数。","A formation type of your choosing gets an extra factor on all of its active formations.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.formenergie.label","i18n","Formations-Energie","布阵能量","Order energy","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.formenergie.match","i18n","Formations-Energie|Tausch|Tausche","布阵能量|交换|交换次数","order energy|swap|swaps","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.formenergie.text","i18n","Das Tausch-Budget der Aufstellungsphase (4 je Phase). Jeder Tausch zweier Karten kostet 1.","布阵阶段的交换预算（每阶段4点）。每交换两张卡牌花1点。","The swap budget of the order phase (4 per phase). Every swap of two cards costs 1.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.freeze.label","i18n","Schnee","积雪","Snow","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.freeze.match","i18n","Schnee","积雪|雪","snow","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.freeze.text","i18n","Schnee liegt als Reserve auf dem Brettfeld, getrennt von der Gletschermasse. Frierst du einen Gletscher auf ein aufgeladenes Feld, wird der angesammelte Schnee zu seiner Boden-Reserve; der Gletscher startet leer und zieht daraus jeden Durchlauf wieder auf volle 12 Masse nach (nur die Differenz, nie darüber), bis die Reserve leer ist. Offenen Boden laden Dauerfrost, Schneetreiben und Eiszeit auf, nie unter einen Gletscher.","积雪以储量的形式留在棋盘格上，与冰川质量分开计算。当你把一座冰川冻结在已积雪的格子上时，格子上攒下的雪就成为它的地面储量；冰川从空的状态开始，每轮都从储量中补充，直到质量回到满值12（只补差额，绝不超过），直至储量耗尽。永冻、暴雪和冰期只会给空着的地面积雪，永远不会积到冰川下面。","Snow sits as a reserve on the board cell, separate from the glacier's mass. Freeze a glacier onto a charged cell and the accumulated snow becomes its ground reserve; the glacier starts empty and draws from it every cycle back up to a full 12 mass (only the difference, never beyond), until the reserve is empty. Open ground is charged by Permafrost, Snowdrift and Ice Age, never under a glacier.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.gebaeude.label","i18n","Gebäude","建筑","Building","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.gebaeude.match","i18n","Gebäude","建筑","building|buildings","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.gebaeude.text","i18n","Ein platziertes Gebäude. Es bufft die Karte, die auf seiner Position im Stich steht. Es überlappt nie mit anderen.","一座已放置的建筑。它会增益在它位次上参与这一墩的那张卡牌。它从不与其他建筑重叠。","A placed building. It buffs the card sitting on its position in the trick. It never overlaps with others.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.geist.label","i18n","Geist / Rekord","幽灵 / 纪录","Ghost / record","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.geist.match","i18n","Geist|Rekord","幽灵|纪录|最佳对局","ghost|record","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.geist.text","i18n","Dein gespeicherter Bestlauf als Vergleich. Sein Score-Stand blitzt alle paar Stiche als Messlatte auf.","你保存下来的最佳对局，用来作对比。它的得分进度每隔几墩会闪一下，当作标尺。","Your saved best run as a benchmark. Its score flashes up every few tricks as a yardstick.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.glacier.label","i18n","Gletscher","冰川","Glacier","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.glacier.match","i18n","Gletscher|Gletschern","冰川","glacier|glaciers","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.glacier.text","i18n","Eis ist der Gletscher-Archetyp: du frierst eine Karte auf ihrem Brettfeld fest. Ab dann ist sie starr (in keiner künftigen Aufstellung mehr verschiebbar), sammelt dafür aber Masse an. Genug Masse, und der Gletscher bricht über seine Nachbarn.","冰是冰川流派：你把一张卡牌冻结在它的棋盘格上。从那以后它就僵固了（在之后的任何布阵里都不能再移动），但会开始积累质量。质量够了，冰川就会碎裂并波及它的邻居。","Ice is the glacier archetype: you freeze a card onto its board cell. From then on it is rigid (no longer movable in any future order phase), but in exchange it accumulates mass. Enough mass, and the glacier bursts over its neighbours.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.gleichstand.label","i18n","Gleichstand","平局","Tie","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.gleichstand.match","i18n","Gleichstand","平局|打平|数值相同","tie|ties","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.gleichstand.text","i18n","Gleiche Kampfwerte im Stich, normalerweise ohne Sieg (kein Score).","这一墩双方战斗数值相同，通常没有人获胜（没有得分）。","Equal combat values in a trick, normally no win (no score).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.glutdividende.label","i18n","Glutdividende","余烬分红","Ember dividend","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.glutdividende.match","i18n","Glutdividende","余烬分红|分红","ember dividend","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.glutdividende.text","i18n","Zusätzlicher Score bei jedem Feuer-Sieg, der direkt zählt (ohne Serie/Crit/Formation zu durchlaufen). Je mehr Hitze du hältst, desto mehr, bis zu einem Deckel. Stark im frühen Spiel.","每次火焰获胜时额外给出的得分，直接计入（不经过连胜、暴击或阵型）。你持有的热量越多给得越多，直到一个上限。前期很强。","Extra score on every fire win that counts directly (without passing through streak, crit or formation). The more heat you hold, the more, up to a cap. Strong early.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.green.label","i18n","Grün (reif)","绿色（成熟）","Green (ripe)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.green.match","i18n","Grün|grüne|grünen|grüner|Reife|reif","绿色|绿|成熟|变绿","green|ripe","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.green.text","i18n","Grüne Karten sind dauerhaft und bilden einen gemeinsamen Farbblock: je größer der Block, desto mehr Score. Der Farbblock-Multiplikator für grüne Karten wird auf max. ×1,35 gedeckelt.","绿色卡牌是永久的，并共同构成一个同花块：块越大，得分越多。绿色卡牌的同花块倍率最高被压在×1.35。","Green cards are permanent and form one shared suit block: the bigger the block, the more score. The suit-block multiplier for green cards is capped at ×1.35.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.grenzbonus.label","i18n","Grenzbonus","跨界奖励","Crossover bonus","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.grenzbonus.match","i18n","Grenzbonus","跨界奖励|跨段","crossover bonus","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.grenzbonus.text","i18n","Läuft eine Formation über eine Segmentgrenze hinweg, geben ihre Karten zusätzlich ×1,25 Score. Kommt vom Perk Segmentarbeit (Stufe IV).","当一个阵型跨过区段边界时，它的卡牌额外给予×1.25得分。来自天赋「区段作业」（IV阶）。","If a formation runs across a segment boundary, its cards give ×1.25 score on top. Comes from the perk Segment Work (tier IV).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.group.fire","i18n","Feuer","火","Fire","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.group.gen","i18n","Allgemein","通用","General","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.group.ice","i18n","Eis","冰","Ice","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"glossary.group.lightning","i18n","Blitz","闪电","Lightning","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
